ach,cortisol,ne,serotonin,stage,time_hours
0.2857,0.3211,0.1734,0.2017,N3,0.483333
0.2939,0.3021,0.2193,0.2095,N3,0.491667
0.267,0.3241,0.1987,0.1854,N3,0.5
0.2882,0.3343,0.1859,0.2164,N3,0.508333
0.2934,0.3387,0.1923,0.2055,N3,0.516667
0.3072,0.2953,0.2252,0.2071,N3,0.525
0.2448,0.3436,0.2141,0.2185,N3,0.533333
0.3315,0.2961,0.1925,0.22,N3,0.541667
0.301,0.3069,0.2319,0.2479,N3,0.55
0.2828,0.3115,0.2208,0.2108,N3,0.558333
0.3309,0.2748,0.2563,0.2003,N3,0.566667
0.3385,0.3135,0.2165,0.207,N3,0.575
0.2897,0.3021,0.1758,0.2098,N3,0.583333
0.3313,0.3073,0.1954,0.1604,N3,0.591667
0.3025,0.2808,0.2118,0.1992,N3,0.6
0.3017,0.2922,0.2034,0.1742,N3,0.608333
0.3166,0.2863,0.2094,0.2177,N3,0.616667
0.2699,0.2712,0.1879,0.1959,N3,0.625
0.3429,0.2826,0.1862,0.2144,N3,0.633333
0.2902,0.2938,0.2109,0.2338,N3,0.641667
0.3078,0.2546,0.1596,0.2453,N3,0.65
0.276,0.3071,0.1669,0.2108,N3,0.658333
0.2979,0.2769,0.2119,0.2264,N3,0.666667
0.2795,0.3162,0.2011,0.181,N3,0.675
0.2814,0.2805,0.2015,0.2032,N3,0.683333
0.3081,0.3071,0.2047,0.166,N3,0.691667
0.2895,0.3131,0.1902,0.2302,N3,0.7
0.2812,0.2859,0.1981,0.2094,N3,0.708333
0.2823,0.3113,0.1928,0.1943,N3,0.716667
0.3031,0.2841,0.1682,0.1814,N3,0.725
0.3094,0.3246,0.1992,0.1846,N3,0.733333
0.3195,0.2896,0.2033,0.2224,N3,0.741667
0.3211,0.2669,0.1806,0.2207,N3,0.75
0.2987,0.2825,0.2214,0.1982,N3,0.758333
0.2973,0.2956,0.1953,0.1612,N3,0.766667
0.292,0.3013,0.2051,0.2299,N3,0.775
0.2778,0.2686,0.2522,0.1945,N3,0.783333
0.2813,0.2494,0.2301,0.2029,N3,0.791667
0.3065,0.2781,0.2066,0.1975,N3,0.8
0.299,0.2859,0.1885,0.21,N3,0.808333
0.3365,0.3054,0.1988,0.1934,N3,0.816667
0.3206,0.2738,0.2125,0.2009,N3,0.825
0.2863,0.3122,0.2048,0.2056,N3,0.833333
0.2792,0.2334,0.1838,0.1771,N3,0.841667
0.3304,0.2854,0.1994,0.1906,N3,0.85
0.3387,0.2979,0.1843,0.2033,N3,0.858333
0.2865,0.2943,0.2319,0.2381,N3,0.866667
0.2722,0.2802,0.1723,0.2045,N3,0.875
0.4275,0.301,0.2949,0.261,N2,0.883333
0.4642,0.2451,0.2878,0.2829,N2,0.891667
0.4515,0.2522,0.2606,0.2722,N2,0.9
0.4743,0.2736,0.3017,0.2618,N2,0.908333
0.4706,0.3115,0.2979,0.2425,N2,0.916667
0.4667,0.2656,0.298,0.285,N2,0.925
0.4243,0.2971,0.3255,0.2608,N2,0.933333
0.4204,0.2898,0.2935,0.3065,N2,0.941667
0.4089,0.2749,0.2751,0.2718,N2,0.95
0.4605,0.2759,0.2715,0.2846,N2,0.958333
0.4723,0.2643,0.3026,0.2691,N2,0.966667
0.4454,0.2898,0.2595,0.2808,N2,0.975
0.4457,0.2857,0.233,0.2939,N2,0.983333
0.4114,0.3071,0.2954,0.3156,N2,0.991667
0.4556,0.2849,0.3177,0.2509,N2,1.0
0.4373,0.2926,0.3268,0.2817,N2,1.008333
0.4721,0.2683,0.2545,0.2341,N2,1.016667
0.4407,0.3031,0.307,0.2658,N2,1.025
0.4355,0.2843,0.2895,0.2889,N2,1.033333
0.4486,0.2389,0.2725,0.2562,N2,1.041667
0.4257,0.2639,0.2731,0.2872,N2,1.05
0.4339,0.2538,0.2549,0.2654,N2,1.058333
0.4339,0.2767,0.262,0.2726,N2,1.066667
0.4536,0.2328,0.2408,0.2717,N2,1.075
0.4821,0.2807,0.2609,0.3087,N2,1.083333
0.456,0.2864,0.2357,0.2713,N2,1.091667
0.454,0.2803,0.2933,0.2991,N2,1.1
0.4454,0.2412,0.2475,0.2886,N2,1.108333
0.5117,0.2342,0.2776,0.2592,N2,1.116667
0.4744,0.2488,0.3175,0.3095,N2,1.125
0.4428,0.2266,0.287,0.254,N2,1.133333
0.4539,0.2412,0.3016,0.2856,N2,1.141667
0.4184,0.2585,0.2653,0.2574,N2,1.15
0.4275,0.2396,0.2482,0.2768,N2,1.158333
0.4731,0.2314,0.2705,0.3001,N2,1.166667
0.4778,0.2792,0.2716,0.2541,N2,1.175
0.4399,0.2721,0.2996,0.2996,N2,1.183333
0.4786,0.2491,0.2616,0.2476,N2,1.191667
0.4389,0.2614,0.3163,0.2671,N2,1.2
0.4494,0.2572,0.2889,0.2488,N2,1.208333
0.4653,0.2594,0.3066,0.2767,N2,1.216667
0.4325,0.2868,0.2917,0.2905,N2,1.225
0.4812,0.2318,0.257,0.2847,N2,1.233333
0.4391,0.242,0.2829,0.2851,N2,1.241667
0.467,0.2843,0.3022,0.2838,N2,1.25
0.445,0.2383,0.3003,0.2705,N2,1.258333
0.4508,0.2474,0.2996,0.2563,N2,1.266667
0.4413,0.2906,0.2761,0.2788,N2,1.275
0.4516,0.2624,0.2827,0.2423,N2,1.283333
0.4681,0.2179,0.2827,0.2739,N2,1.291667
0.8912,0.2792,0.0525,0.0527,REM,1.3
0.8952,0.2332,0.0334,0.0106,REM,1.308333
0.8859,0.237,0.0332,0.0763,REM,1.316667
0.9013,0.261,0.0494,0.0419,REM,1.325
0.8887,0.2308,0.0597,0.0559,REM,1.333333
0.915,0.2583,0.0299,0.068,REM,1.341667
0.8764,0.2412,0.0547,0.0214,REM,1.35
0.8948,0.2653,0.0554,0.0304,REM,1.358333
0.8732,0.2629,0.0676,0.0028,REM,1.366667
0.9016,0.2362,0.0266,0.0793,REM,1.375
0.8737,0.2584,0.0016,0.0631,REM,1.383333
0.9028,0.2442,0.0667,0.0307,REM,1.391667
0.8903,0.2626,0.0914,0.0311,REM,1.4
0.912,0.2594,0.0861,0.0888,REM,1.408333
0.8872,0.2519,0.071,0.1175,REM,1.416667
0.921,0.2484,0.0601,0.0647,REM,1.425
0.4864,0.243,0.3123,0.3043,N1,1.433333
0.5125,0.2104,0.305,0.3287,N1,1.441667
0.4857,0.2632,0.2714,0.3242,N1,1.45
0.5049,0.2593,0.3149,0.2669,N1,1.458333
0.4981,0.2076,0.3033,0.3397,N1,1.466667
0.495,0.2358,0.3053,0.2921,N1,1.475
0.4739,0.2236,0.2682,0.3181,N1,1.483333
0.4902,0.246,0.2953,0.2547,N1,1.491667
0.4035,0.2235,0.3193,0.3254,N2,1.5
0.4235,0.2365,0.3051,0.2556,N2,1.508333
0.4622,0.2728,0.3072,0.2323,N2,1.516667
0.4579,0.2385,0.2814,0.2943,N2,1.525
0.4248,0.2145,0.282,0.2908,N2,1.533333
0.4763,0.2317,0.3029,0.2969,N2,1.541667
0.4503,0.2378,0.2637,0.2834,N2,1.55
0.4543,0.2185,0.29,0.3002,N2,1.558333
0.4365,0.2113,0.2934,0.268,N2,1.566667
0.4412,0.2156,0.253,0.2903,N2,1.575
0.4834,0.2011,0.2796,0.2922,N2,1.583333
0.3903,0.2486,0.2873,0.2899,N2,1.591667
0.444,0.1979,0.3144,0.2719,N2,1.6
0.4413,0.2399,0.2857,0.2961,N2,1.608333
0.5009,0.2055,0.2896,0.2532,N2,1.616667
0.4337,0.2149,0.2646,0.3181,N2,1.625
0.4479,0.2187,0.3048,0.2873,N2,1.633333
0.4466,0.2166,0.2772,0.2971,N2,1.641667
0.4289,0.2284,0.2812,0.2628,N2,1.65
0.4278,0.2364,0.2775,0.264,N2,1.658333
0.4943,0.1989,0.2612,0.2614,N2,1.666667
0.4601,0.2261,0.2692,0.2754,N2,1.675
0.4241,0.2179,0.2792,0.3021,N2,1.683333
0.4412,0.227,0.2864,0.3018,N2,1.691667
0.4296,0.208,0.2758,0.2756,N2,1.7
0.442,0.2043,0.2582,0.2781,N2,1.708333
0.4411,0.2299,0.2887,0.2524,N2,1.716667
0.4758,0.1871,0.2662,0.2747,N2,1.725
0.448,0.2122,0.2486,0.2833,N2,1.733333
0.4621,0.211,0.2934,0.2981,N2,1.741667
0.4855,0.1992,0.287,0.2606,N2,1.75
0.4445,0.1851,0.2817,0.2785,N2,1.758333
0.4659,0.2092,0.2571,0.2698,N2,1.766667
0.4476,0.1811,0.2953,0.3019,N2,1.775
0.4617,0.1566,0.281,0.281,N2,1.783333
0.4769,0.2007,0.2596,0.2727,N2,1.791667
0.4642,0.175,0.2808,0.2714,N2,1.8
0.4445,0.1992,0.2808,0.2576,N2,1.808333
0.465,0.2161,0.2842,0.292,N2,1.816667
0.4335,0.1941,0.2739,0.2852,N2,1.825
0.4613,0.1789,0.2887,0.2886,N2,1.833333
0.4509,0.186,0.2935,0.2765,N2,1.841667
0.4372,0.1869,0.2937,0.2998,N2,1.85
0.4631,0.1814,0.2362,0.2931,N2,1.858333
0.4575,0.204,0.2906,0.284,N2,1.866667
0.463,0.1707,0.2473,0.294,N2,1.875
0.4635,0.2153,0.309,0.2692,N2,1.883333
0.4416,0.206,0.2696,0.2829,N2,1.891667
0.312,0.2103,0.2016,0.2011,N3,1.9
0.3171,0.2261,0.182,0.1938,N3,1.908333
0.3017,0.1813,0.2293,0.2387,N3,1.916667
0.3204,0.1942,0.1999,0.2034,N3,1.925
0.283,0.1824,0.1604,0.2138,N3,1.933333
0.277,0.2342,0.1764,0.241,N3,1.941667
0.312,0.2006,0.2212,0.2149,N3,1.95
0.2999,0.2306,0.2163,0.203,N3,1.958333
0.3036,0.1732,0.2129,0.1819,N3,1.966667
0.3002,0.1699,0.2355,0.2064,N3,1.975
0.289,0.2162,0.2574,0.1995,N3,1.983333
0.2811,0.1761,0.192,0.2119,N3,1.991667
0.3078,0.2301,0.2148,0.2067,N3,2.0
0.3031,0.1793,0.1951,0.2123,N3,2.008333
0.3217,0.1765,0.1792,0.2019,N3,2.016667
0.2753,0.1817,0.1949,0.228,N3,2.025
0.3392,0.204,0.1771,0.2239,N3,2.033333
0.3177,0.1583,0.1881,0.217,N3,2.041667
0.343,0.1826,0.1916,0.19,N3,2.05
0.2883,0.1503,0.1974,0.2493,N3,2.058333
0.2696,0.1532,0.1872,0.1787,N3,2.066667
0.2908,0.1889,0.2134,0.1844,N3,2.075
0.2767,0.2216,0.1834,0.1867,N3,2.083333
0.2929,0.1439,0.2048,0.1696,N3,2.091667
0.2669,0.1994,0.205,0.2088,N3,2.1
0.3207,0.2192,0.1974,0.2291,N3,2.108333
0.2926,0.172,0.2039,0.2138,N3,2.116667
0.3382,0.2155,0.1861,0.1689,N3,2.125
0.3257,0.2197,0.2017,0.2068,N3,2.133333
0.3117,0.1991,0.2283,0.1673,N3,2.141667
0.2738,0.1584,0.2024,0.2142,N3,2.15
0.3035,0.1553,0.2017,0.2053,N3,2.158333
0.3237,0.1891,0.2025,0.219,N3,2.166667
0.3274,0.1684,0.1935,0.2112,N3,2.175
0.2932,0.1995,0.1665,0.2485,N3,2.183333
0.3236,0.1603,0.1708,0.1865,N3,2.191667
0.2816,0.1348,0.1896,0.1718,N3,2.2
0.3059,0.1434,0.2163,0.1819,N3,2.208333
0.3136,0.1841,0.2037,0.1788,N3,2.216667
0.3061,0.2067,0.1798,0.175,N3,2.225
0.3082,0.1849,0.2192,0.1927,N3,2.233333
0.2843,0.1409,0.1943,0.1922,N3,2.241667
0.2959,0.1584,0.2089,0.1683,N3,2.25
0.3142,0.1787,0.1895,0.2243,N3,2.258333
0.2862,0.1576,0.1742,0.2098,N3,2.266667
0.2818,0.1444,0.2226,0.2034,N3,2.275
0.3302,0.1711,0.1982,0.1894,N3,2.283333
0.3083,0.1619,0.2073,0.2093,N3,2.291667
0.3005,0.1539,0.1961,0.2028,N3,2.3
0.2674,0.1707,0.1837,0.2034,N3,2.308333
0.3348,0.1376,0.2371,0.2367,N3,2.316667
0.303,0.1948,0.1826,0.2155,N3,2.325
0.2892,0.1416,0.1786,0.1934,N3,2.333333
0.3066,0.174,0.2252,0.1899,N3,2.341667
0.3079,0.1574,0.1935,0.1785,N3,2.35
0.3241,0.138,0.1978,0.2389,N3,2.358333
0.2754,0.1393,0.1989,0.226,N3,2.366667
0.3019,0.1874,0.2097,0.1994,N3,2.375
0.26,0.1675,0.2274,0.2179,N3,2.383333
0.2967,0.1436,0.1747,0.2087,N3,2.391667
0.4476,0.1332,0.2567,0.2867,N2,2.4
0.4475,0.1945,0.2723,0.2753,N2,2.408333
0.4623,0.158,0.2843,0.2769,N2,2.416667
0.4371,0.1526,0.2595,0.3165,N2,2.425
0.4186,0.1492,0.2766,0.2842,N2,2.433333
0.4524,0.1301,0.2733,0.2548,N2,2.441667
0.4577,0.1303,0.2636,0.2423,N2,2.45
0.4383,0.1266,0.3056,0.2847,N2,2.458333
0.4295,0.1637,0.2989,0.2676,N2,2.466667
0.4586,0.1425,0.279,0.2548,N2,2.475
0.4361,0.1545,0.3218,0.2472,N2,2.483333
0.4366,0.1456,0.2614,0.259,N2,2.491667
0.4269,0.1554,0.2924,0.2725,N2,2.5
0.4607,0.1453,0.29,0.2513,N2,2.508333
0.461,0.1155,0.3313,0.2804,N2,2.516667
0.4383,0.1553,0.2423,0.2768,N2,2.525
0.4288,0.1081,0.3163,0.3005,N2,2.533333
0.4341,0.1235,0.2676,0.2232,N2,2.541667
0.474,0.1545,0.284,0.3003,N2,2.55
0.43,0.1172,0.2749,0.2617,N2,2.558333
0.4724,0.156,0.2502,0.2842,N2,2.566667
0.4298,0.1121,0.2583,0.2358,N2,2.575
0.4254,0.1047,0.2714,0.2818,N2,2.583333
0.4815,0.1447,0.2824,0.2545,N2,2.591667
0.489,0.1303,0.2988,0.2548,N2,2.6
0.4568,0.0982,0.2707,0.2724,N2,2.608333
0.4349,0.1312,0.3115,0.2781,N2,2.616667
0.4511,0.1279,0.2724,0.3045,N2,2.625
0.4706,0.1105,0.3196,0.253,N2,2.633333
0.4238,0.1323,0.2835,0.272,N2,2.641667
0.4816,0.1273,0.286,0.2646,N2,2.65
0.4456,0.1556,0.2655,0.2991,N2,2.658333
0.4363,0.1567,0.3089,0.2913,N2,2.666667
0.4577,0.1358,0.2572,0.2723,N2,2.675
0.4263,0.1712,0.2767,0.2798,N2,2.683333
0.4777,0.1127,0.2747,0.2611,N2,2.691667
0.4702,0.1278,0.2664,0.2521,N2,2.7
0.4684,0.1205,0.2528,0.2607,N2,2.708333
0.4413,0.1437,0.2795,0.2855,N2,2.716667
0.4341,0.134,0.2617,0.2601,N2,2.725
0.4529,0.1467,0.3006,0.2684,N2,2.733333
0.4797,0.1645,0.2614,0.2991,N2,2.741667
0.4364,0.131,0.2598,0.2775,N2,2.75
0.4489,0.1331,0.3102,0.2903,N2,2.758333
0.4658,0.1317,0.2829,0.303,N2,2.766667
0.447,0.1467,0.281,0.3205,N2,2.775
0.4179,0.1407,0.2531,0.2717,N2,2.783333
0.4206,0.1094,0.2825,0.2872,N2,2.791667
0.428,0.123,0.2855,0.2591,N2,2.8
0.4369,0.1162,0.2557,0.277,N2,2.808333
0.4243,0.1386,0.3041,0.2768,N2,2.816667
0.4628,0.1443,0.2688,0.2558,N2,2.825
0.4795,0.1665,0.2596,0.2975,N2,2.833333
0.4259,0.154,0.2709,0.2964,N2,2.841667
0.4428,0.1488,0.2937,0.2874,N2,2.85
0.4889,0.1736,0.2675,0.2814,N2,2.858333
0.4573,0.1324,0.2991,0.2607,N2,2.866667
0.4846,0.1626,0.2542,0.2768,N2,2.875
0.4611,0.1613,0.2683,0.2604,N2,2.883333
0.4002,0.1592,0.3057,0.2597,N2,2.891667
0.464,0.134,0.3082,0.2938,N2,2.9
0.473,0.1316,0.2955,0.3172,N2,2.908333
0.4572,0.153,0.2922,0.2716,N2,2.916667
0.4504,0.1483,0.2851,0.2434,N2,2.925
0.4288,0.1209,0.2976,0.2761,N2,2.933333
0.4474,0.1348,0.2869,0.2989,N2,2.941667
0.9228,0.1388,0.085,0.0267,REM,2.95
0.9129,0.1609,0.0388,0.0285,REM,2.958333
0.8694,0.1306,0.0456,0.0569,REM,2.966667
0.9107,0.1426,0.0582,0.0391,REM,2.975
0.8547,0.152,0.0666,0.0644,REM,2.983333
0.9013,0.1966,0.0419,0.0551,REM,2.991667
0.8949,0.1331,0.0197,0.0701,REM,3.0
0.8715,0.1615,0.0476,0.0485,REM,3.008333
0.918,0.1351,0.0228,0.0549,REM,3.016667
0.9262,0.1499,0.0682,0.0767,REM,3.025
0.8951,0.1537,0.0513,0.0423,REM,3.033333
0.9089,0.1456,0.069,0.058,REM,3.041667
0.9006,0.1725,0.0735,0.038,REM,3.05
0.9282,0.1588,0.0851,0.0436,REM,3.058333
0.892,0.135,0.0542,0.0839,REM,3.066667
0.9491,0.111,0.0477,0.0174,REM,3.075
0.9311,0.1458,0.0408,0.0779,REM,3.083333
0.9158,0.1746,0.0162,0.0685,REM,3.091667
0.9063,0.1128,0.0623,0.0534,REM,3.1
0.8803,0.1437,0.0607,0.0579,REM,3.108333
0.9337,0.1816,0.0897,0.0369,REM,3.116667
0.9124,0.1689,0.0304,0.0672,REM,3.125
0.4846,0.1377,0.3251,0.313,N1,3.133333
0.4571,0.1719,0.302,0.2788,N1,3.141667
0.5098,0.1782,0.3021,0.3083,N1,3.15
0.4917,0.1929,0.301,0.3454,N1,3.158333
0.4587,0.1391,0.239,0.3034,N2,3.166667
0.4393,0.1849,0.3103,0.243,N2,3.175
0.451,0.1563,0.2689,0.2708,N2,3.183333
0.4355,0.1337,0.3032,0.2663,N2,3.191667
0.4665,0.1774,0.3046,0.2957,N2,3.2
0.4505,0.1675,0.3126,0.2593,N2,3.208333
0.4667,0.1595,0.2812,0.2429,N2,3.216667
0.4578,0.1433,0.274,0.2845,N2,3.225
0.4538,0.1889,0.2701,0.2747,N2,3.233333
0.4468,0.1508,0.2927,0.2386,N2,3.241667
0.4299,0.173,0.2464,0.2556,N2,3.25
0.4702,0.1484,0.2783,0.2809,N2,3.258333
0.4433,0.1765,0.2955,0.2856,N2,3.266667
0.4161,0.1591,0.269,0.2919,N2,3.275
0.4158,0.1849,0.3002,0.2632,N2,3.283333
0.44,0.1673,0.2828,0.2656,N2,3.291667
0.4922,0.1696,0.2803,0.249,N2,3.3
0.4105,0.1583,0.2714,0.2693,N2,3.308333
0.4589,0.1425,0.3043,0.2811,N2,3.316667
0.4723,0.1709,0.306,0.308,N2,3.325
0.4661,0.1655,0.2907,0.2505,N2,3.333333
0.48,0.169,0.2687,0.2636,N2,3.341667
0.4578,0.1857,0.2907,0.3083,N2,3.35
0.4441,0.1676,0.2809,0.3011,N2,3.358333
0.4492,0.1701,0.2697,0.28,N2,3.366667
0.4565,0.1504,0.3096,0.2813,N2,3.375
0.4645,0.1395,0.309,0.2807,N2,3.383333
0.4587,0.1793,0.2722,0.2726,N2,3.391667
0.4453,0.1512,0.297,0.2769,N2,3.4
0.4458,0.16,0.2511,0.2586,N2,3.408333
0.4381,0.1441,0.2783,0.3093,N2,3.416667
0.4605,0.1622,0.2428,0.286,N2,3.425
0.3924,0.1971,0.2708,0.2767,N2,3.433333
0.4305,0.1736,0.3008,0.3112,N2,3.441667
0.4186,0.2027,0.2523,0.2648,N2,3.45
0.42,0.1378,0.2619,0.2919,N2,3.458333
0.4716,0.1482,0.282,0.2582,N2,3.466667
0.4347,0.1371,0.3123,0.2927,N2,3.475
0.4546,0.2206,0.3237,0.2787,N2,3.483333
0.4564,0.1438,0.2894,0.3005,N2,3.491667
0.4218,0.1734,0.2708,0.2768,N2,3.5
0.4427,0.1937,0.2861,0.28,N2,3.508333
0.4532,0.1814,0.2721,0.2587,N2,3.516667
0.4406,0.1406,0.2999,0.2349,N2,3.525
0.4439,0.1627,0.2949,0.2337,N2,3.533333
0.4736,0.1902,0.2693,0.3193,N2,3.541667
0.4546,0.1927,0.2691,0.2709,N2,3.55
0.4733,0.1205,0.2518,0.2594,N2,3.558333
0.4347,0.1694,0.2734,0.3145,N2,3.566667
0.4491,0.1643,0.2614,0.2944,N2,3.575
0.4638,0.1668,0.285,0.2808,N2,3.583333
0.5106,0.1544,0.2382,0.2576,N2,3.591667
0.4324,0.1513,0.2892,0.2767,N2,3.6
0.4642,0.1598,0.2593,0.306,N2,3.608333
0.2814,0.1366,0.213,0.1616,N3,3.616667
0.278,0.1149,0.2075,0.2241,N3,3.625
0.3251,0.1749,0.2263,0.1779,N3,3.633333
0.3492,0.1688,0.2403,0.184,N3,3.641667
0.3227,0.1657,0.2079,0.1977,N3,3.65
0.2986,0.153,0.2203,0.2021,N3,3.658333
0.2796,0.1339,0.2149,0.1928,N3,3.666667
0.3066,0.1385,0.1834,0.2015,N3,3.675
0.3144,0.1427,0.2015,0.1889,N3,3.683333
0.2932,0.1158,0.2247,0.1999,N3,3.691667
0.3297,0.1676,0.1745,0.2259,N3,3.7
0.2956,0.1709,0.1888,0.2094,N3,3.708333
0.2818,0.122,0.1876,0.1615,N3,3.716667
0.308,0.15,0.2187,0.1892,N3,3.725
0.2835,0.1507,0.2012,0.1882,N3,3.733333
0.2991,0.1212,0.207,0.1929,N3,3.741667
0.2962,0.1481,0.2018,0.1691,N3,3.75
0.3075,0.1243,0.2118,0.225,N3,3.758333
0.3039,0.1909,0.1627,0.1947,N3,3.766667
0.3379,0.1134,0.2077,0.1635,N3,3.775
0.3142,0.1322,0.15,0.2162,N3,3.783333
0.2929,0.1618,0.2297,0.236,N3,3.791667
0.301,0.1373,0.1734,0.1868,N3,3.8
0.2896,0.1294,0.1826,0.2198,N3,3.808333
0.3244,0.1422,0.2209,0.1931,N3,3.816667
0.2634,0.1186,0.2025,0.2134,N3,3.825
0.3009,0.1054,0.1979,0.2238,N3,3.833333
0.3537,0.1549,0.1844,0.1943,N3,3.841667
0.2917,0.1378,0.2083,0.2187,N3,3.85
0.2951,0.1533,0.2042,0.2104,N3,3.858333
0.28,0.135,0.2237,0.2069,N3,3.866667
0.2834,0.1328,0.1794,0.1683,N3,3.875
0.4618,0.1576,0.3163,0.2774,N2,3.883333
0.4416,0.1733,0.2559,0.2781,N2,3.891667
0.4346,0.1345,0.289,0.276,N2,3.9
0.4718,0.1827,0.2868,0.2544,N2,3.908333
0.4222,0.1246,0.2854,0.2936,N2,3.916667
0.469,0.1364,0.2858,0.3068,N2,3.925
0.4324,0.1655,0.2799,0.2574,N2,3.933333
0.46,0.125,0.2884,0.266,N2,3.941667
0.4644,0.1688,0.3039,0.2556,N2,3.95
0.4158,0.1522,0.2718,0.2683,N2,3.958333
0.4446,0.1504,0.2575,0.2967,N2,3.966667
0.3862,0.1266,0.2805,0.3008,N2,3.975
0.4241,0.1284,0.2586,0.2728,N2,3.983333
0.4676,0.1485,0.2719,0.2742,N2,3.991667
0.449,0.1251,0.2701,0.2652,N2,4.0
0.4337,0.1263,0.2867,0.2654,N2,4.008333
0.4365,0.1456,0.2729,0.2549,N2,4.016667
0.4761,0.099,0.2745,0.2715,N2,4.025
0.4283,0.1325,0.2565,0.2547,N2,4.033333
0.4301,0.151,0.2785,0.2685,N2,4.041667
0.4451,0.1628,0.2729,0.2968,N2,4.05
0.4554,0.0919,0.2907,0.2627,N2,4.058333
0.4342,0.1517,0.3008,0.2976,N2,4.066667
0.4541,0.0879,0.2908,0.2836,N2,4.075
0.4896,0.1378,0.323,0.3081,N2,4.083333
0.4481,0.1034,0.3058,0.3098,N2,4.091667
0.4452,0.1197,0.2585,0.2777,N2,4.1
0.4478,0.1387,0.2816,0.2989,N2,4.108333
0.4567,0.1318,0.3011,0.2893,N2,4.116667
0.4213,0.1363,0.2771,0.2749,N2,4.125
0.4451,0.1495,0.2916,0.2563,N2,4.133333
0.4344,0.1259,0.2709,0.3232,N2,4.141667
0.4675,0.1085,0.2299,0.2781,N2,4.15
0.4348,0.1244,0.2843,0.2582,N2,4.158333
0.4779,0.1611,0.3054,0.254,N2,4.166667
0.4595,0.1537,0.2595,0.2559,N2,4.175
0.4563,0.1456,0.274,0.308,N2,4.183333
0.4617,0.1582,0.2945,0.2792,N2,4.191667
0.4624,0.1675,0.285,0.3017,N2,4.2
0.458,0.0719,0.2904,0.2792,N2,4.208333
0.4666,0.117,0.2868,0.2742,N2,4.216667
0.4703,0.1285,0.2742,0.2448,N2,4.225
0.4009,0.1272,0.2837,0.2907,N2,4.233333
0.4881,0.1159,0.2848,0.2761,N2,4.241667
0.452,0.1329,0.3137,0.2903,N2,4.25
